🕘️更新时间,#genre#
贵州卫视,http://182.32.204.113:3217/tsfile/live/1049_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
贵州卫视,http://php.jdshipin.com:8880/TVOD/gsyd.php?id=9900000036$订阅源
云南卫视,http://[2409:8087:74d6:22::7]:6410/270000001128/9900000035/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000035$订阅源-IPv6
云南卫视,http://[2409:8087:74d6:22::7]:6410/270000001128/9900000035/index.m3u8?$订阅源-IPv6
云南卫视,http://[2409:8087:5e08:24::2]:6610/000000001000/5000000011000031120/index.m3u8?channel-id=bestzb&Contentid=5000000011000031120&livemode=1&stbId=3$订阅源-IPv6
云南卫视,http://[2409:8087:5e08:24::17]:6610/000000001000/5000000011000031120/1.m3u8?channel-id=bestzb&Contentid=5000000011000031120&livemode=1&stbId=3$订阅源-IPv6
云南卫视,http://[2409:8087:5e08:24::17]:6610/000000001000/1000000002000024694/index.m3u8?channel-id=bestzb&Contentid=1000000002000024694&livemode=1&stbId=3$订阅源-IPv6
云南卫视,http://221.199.193.3:9901/tsfile/live/0119_1.m3u8$订阅源
云南卫视,https://hwapi.yntv.net/62hdvf/41hse3.m3u8$订阅源
云南卫视,http://221.199.193.53:9901/tsfile/live/0119_1.m3u8$订阅源
云南卫视,http://123.163.114.115:9901/tsfile/live/0119_1.m3u8$订阅源
云南卫视,http://182.32.204.113:3217/tsfile/live/1040_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
西藏卫视,http://[2409:8087:74d6:22::7]:6410/270000001128/9900000043/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000043$订阅源-IPv6
西藏卫视,http://[2409:8087:74d6:22::7]:6410/270000001128/9900000043/index.m3u8?$订阅源-IPv6
西藏卫视,http://[2409:8087:5e08:24::2]:6610/000000001000/1000000002000015894/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000002000015894$订阅源-IPv6
西藏卫视,http://[2409:8087:5e08:24::17]:6610/000000001000/6603041244077933770/1.m3u8?channel-id=bestzb&Contentid=6603041244077933770&livemode=1&stbId=3$订阅源-IPv6
西藏卫视,http://[2409:8087:5e08:24::17]:6610/000000001000/1000000002000015894/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000002000015894$订阅源-IPv6
西藏卫视,http://221.199.193.3:9901/tsfile/live/0111_1.m3u8$订阅源
西藏卫视,http://221.199.193.53:9901/tsfile/live/0111_1.m3u8$订阅源
西藏卫视,http://182.32.204.113:3217/tsfile/live/1053_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
西藏卫视,http://php.jdshipin.com:8880/xztv.php?id=ws$订阅源
西藏卫视,http://116.1.184.67:8181/tsfile/live/0116_2.m3u8$订阅源
陕西卫视,http://[2409:8087:74d6:22::7]:6410/270000001128/9900000026/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000026$订阅源-IPv6
陕西卫视,http://[2409:8087:74d6:22::7]:6410/270000001128/9900000026/index.m3u8?$订阅源-IPv6
陕西卫视,http://[2409:8087:5e08:24::2]:6610/000000001000/5000000006000040017/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000006000040017$订阅源-IPv6
陕西卫视,http://[2409:8087:5e08:24::17]:6610/000000001000/1000000002000007495/1.m3u8?channel-id=ystenlive&Contentid=1000000002000007495&livemode=1&stbId=3$订阅源-IPv6
陕西卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/2/224/3221225625/2.m3u8$订阅源-IPv6
陕西卫视,http://112.46.85.60:8009/hls/17/index.m3u8$订阅源
陕西卫视,http://221.199.193.3:9901/tsfile/live/0136_1.m3u8$订阅源
陕西卫视,http://219.145.93.74:9999/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
陕西卫视,http://221.199.193.53:9901/tsfile/live/0136_1.m3u8$订阅源
陕西卫视,http://z.b.bkpcp.top/m.php?id=sxws$订阅源
宁夏卫视,http://[2409:8087:74d6:22::7]:6410/270000001128/9900000047/index.m3u8?$订阅源-IPv6
宁夏卫视,http://[2409:8087:74d6:22::7]:6410/270000001128/9900000047/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000047$订阅源-IPv6
宁夏卫视,http://[2409:8087:5e08:24::2]:6610/000000001000/1000000002000031451/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000002000031451$订阅源-IPv6
宁夏卫视,http://[2409:8087:5e08:24::17]:6610/000000001000/1000000002000031451/index.m3u8?channel-id=bestzb&Contentid=1000000002000031451&livemode=1&stbId=3$订阅源-IPv6
宁夏卫视,http://[2409:8087:5e08:24::17]:6610/000000001000/1000000002000031451/1.m3u8?channel-id=ystenlive&Contentid=1000000002000031451&livemode=1&stbId=3$订阅源-IPv6
宁夏卫视,http://221.199.193.3:9901/tsfile/live/0112_1.m3u8$订阅源
宁夏卫视,http://219.145.93.74:9999/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
宁夏卫视,http://221.199.193.53:9901/tsfile/live/0112_1.m3u8$订阅源
宁夏卫视,http://182.32.204.113:3217/tsfile/live/1051_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
宁夏卫视,http://116.1.184.67:8181/tsfile/live/0112_1.m3u8$订阅源
青海卫视,http://[2409:8087:74d6:22::7]:6410/270000001128/9900000042/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000042$订阅源-IPv6
青海卫视,http://[2409:8087:74d6:22::7]:6410/270000001128/9900000042/index.m3u8?$订阅源-IPv6
青海卫视,http://[2409:8087:5e08:24::2]:6610/000000001000/1000000002000013359/index.m3u8?channel-id=ystenlive&Contentid=1000000002000013359&livemode=1&stbId=3$订阅源-IPv6
青海卫视,http://[2409:8087:5e08:24::17]:6610/000000001000/1000000002000013359/index.m3u8?channel-id=bestzb&Contentid=1000000002000013359&livemode=1&stbId=3$订阅源-IPv6
青海卫视,http://[2409:8087:5e08:24::17]:6610/000000001000/1000000002000013359/1.m3u8?channel-id=ystenlive&Contentid=1000000002000013359&livemode=1&stbId=3$订阅源-IPv6
青海卫视,http://221.199.193.3:9901/tsfile/live/0140_1.m3u8$订阅源
青海卫视,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=qhws$订阅源
青海卫视,http://221.199.193.53:9901/tsfile/live/0140_1.m3u8$订阅源
青海卫视,http://123.163.114.115:9901/tsfile/live/0140_1.m3u8$订阅源
青海卫视,http://182.32.204.113:3217/tsfile/live/1052_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
甘肃卫视,http://[2409:8087:74d6:22::7]:6410/270000001128/9900000023/index.m3u8?$订阅源-IPv6
甘肃卫视,http://[2409:8087:74d6:22::7]:6410/270000001128/9900000023/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000023$订阅源-IPv6
甘肃卫视,http://[2409:8087:5e08:24::2]:6610/000000001000/5000000011000031121/index.m3u8?channel-id=bestzb&Contentid=5000000011000031121&livemode=1&stbId=3$订阅源-IPv6
甘肃卫视,http://[2409:8087:5e08:24::17]:6610/000000001000/5000000011000031121/1.m3u8?channel-id=bestzb&Contentid=5000000011000031121&livemode=1&stbId=3$订阅源-IPv6
甘肃卫视,http://[2409:8087:5e08:24::17]:6610/000000001000/1000000002000017827/index.m3u8?channel-id=bestzb&Contentid=1000000002000017827&livemode=1&stbId=3$订阅源-IPv6
甘肃卫视,http://221.199.193.3:9901/tsfile/live/0141_1.m3u8$订阅源
甘肃卫视,http://221.199.193.53:9901/tsfile/live/0141_1.m3u8$订阅源
甘肃卫视,http://182.32.204.113:3217/tsfile/live/1050_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
甘肃卫视,http://php.jdshipin.com/TVOD/gsyd.php?id=9900000023$订阅源
甘肃卫视,http://php.jdshipin.com:8880/TVOD/gsyd.php?id=9900000023$订阅源
新疆卫视,http://[2409:8087:74d6:22::7]:6410/270000001128/9900000045/index.m3u8?$订阅源-IPv6
新疆卫视,http://[2409:8087:74d6:22::7]:6410/270000001128/9900000045/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000045$订阅源-IPv6
新疆卫视,http://[2409:8087:5e08:24::2]:6610/000000001000/1000000002000029441/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000002000029441$订阅源-IPv6
新疆卫视,http://[2409:8087:5e08:24::17]:6610/000000001000/1000000002000029441/index.m3u8?channel-id=bestzb&Contentid=1000000002000029441&livemode=1&stbId=3$订阅源-IPv6
新疆卫视,http://[2409:8087:5e08:24::17]:6610/000000001000/1000000002000029441/1.m3u8?channel-id=ystenlive&Contentid=1000000002000029441&livemode=1&stbId=3$订阅源-IPv6
新疆卫视,http://221.199.193.53:9901/tsfile/live/0110_1.m3u8$订阅源
新疆卫视,http://123.163.114.115:9901/tsfile/live/0110_1.m3u8$订阅源
新疆卫视,http://182.32.204.113:3217/tsfile/live/1057_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
新疆卫视,http://116.1.184.67:8181/tsfile/live/0110_1.m3u8$订阅源
新疆卫视,http://222.217.230.195:8181/tsfile/live/0110_1.m3u8$订阅源
内蒙古卫视,http://[2409:8087:74d6:22::7]:6410/270000001128/9900000044/index.m3u8?$订阅源-IPv6
内蒙古卫视,http://[2409:8087:5e08:24::17]:6610/000000001000/1000000002000014080/1.m3u8?channel-id=ystenlive&Contentid=1000000002000014080&livemode=1&stbId=3$订阅源-IPv6
内蒙古卫视,http://[2409:8087:1a09:df::401d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226389/1.m3u8?icpid=88888888&from=5&hms_devid=980&online=1720054946&vqe=3$订阅源-IPv6
内蒙古卫视,http://[2409:8087:1a0a:df::4038]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226389/index.m3u8$订阅源-IPv6
内蒙古卫视,http://[2409:8087:1a09:df::401d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/1.m3u8?icpid=88888888&from=5&hms_devid=980&online=1720054946&vqe=3$订阅源-IPv6
内蒙古卫视,http://221.199.193.3:9901/tsfile/live/0109_1.m3u8$订阅源
内蒙古卫视,http://182.32.204.113:3217/tsfile/live/1055_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
内蒙古卫视,http://116.1.184.67:8181/tsfile/live/0109_1.m3u8$订阅源
内蒙古卫视,http://219.159.194.18:8181/tsfile/live/0109_1.m3u8$订阅源
内蒙古卫视,http://221.224.4.170:1111/tsfile/live/0114_1.m3u8$订阅源
